EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,StockOptionLevel,Attrition
EMP0619,52,Male,Single,Research & Development,Laboratory Technician,Medical,3,17451,13,19,10,10,9,7,No,4,1,3,4,5,2,Yes
EMP0620,43,Male,Married,Research & Development,Laboratory Technician,Human Resources,4,14670,22,17,7,25,5,11,No,4,3,3,3,6,2,No
EMP0621,54,Male,Married,Research & Development,Research Director,Life Sciences,4,12596,16,8,8,20,4,9,No,1,2,2,3,6,0,No
EMP0622,42,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,4,9986,25,6,2,15,6,2,Yes,3,4,4,4,5,3,Yes
EMP0623,56,Male,Single,Research & Development,Research Scientist,Other,3,10054,23,34,11,9,1,24,No,3,1,4,3,2,3,No
EMP0624,55,Male,Married,Sales,Sales Executive,Medical,3,19776,16,34,8,13,5,3,No,3,1,2,3,6,3,Yes
EMP0625,47,Female,Single,Sales,Sales Representative,Other,3,9376,19,38,0,29,0,26,Yes,4,4,4,3,6,0,Yes
EMP0626,54,Female,Divorced,Research & Development,Research Scientist,Technical Degree,3,19844,25,21,2,36,1,28,No,1,1,2,3,4,3,No
EMP0627,30,Female,Married,Research & Development,Research Director,Technical Degree,2,11836,11,4,4,1,9,13,No,3,4,4,4,2,3,Yes
EMP0628,38,Male,Divorced,Research & Development,Manufacturing Director,Other,3,18453,12,29,6,20,4,7,No,3,2,2,3,1,0,No
EMP0629,20,Male,Married,Research & Development,Manufacturing Director,Marketing,2,7851,12,12,9,1,2,1,Yes,3,2,2,3,3,3,Yes
EMP0630,31,Female,Married,Research & Development,Research Director,Medical,2,13477,20,37,3,13,7,4,Yes,2,1,2,3,5,2,Yes
EMP0631,31,Female,Married,Human Resources,HR Manager,Human Resources,1,15982,24,1,0,13,1,10,No,4,4,1,3,3,2,No
EMP0632,23,Female,Single,Research & Development,Research Director,Marketing,3,2495,20,9,7,5,0,16,Yes,1,2,2,3,0,1,Yes
EMP0633,44,Male,Single,Research & Development,Research Director,Human Resources,2,6960,15,23,3,1,5,21,No,1,4,2,3,6,2,No
EMP0634,39,Male,Divorced,Sales,Sales Representative,Medical,4,2532,17,34,12,7,3,29,No,2,2,1,3,0,0,No
EMP0635,47,Male,Divorced,Human Resources,HR Manager,Other,1,11213,22,30,15,29,9,12,No,3,2,3,3,5,0,No
EMP0636,54,Male,Single,Sales,Sales Executive,Medical,1,4115,22,25,9,36,4,24,No,1,2,2,3,2,3,Yes
EMP0637,54,Male,Married,Human Resources,HR Manager,Technical Degree,3,5767,11,37,1,10,2,1,No,4,1,2,4,5,1,No
EMP0638,18,Female,Single,Research & Development,Research Director,Other,5,14301,16,28,6,0,8,21,No,3,4,1,3,2,1,No
EMP0639,49,Male,Divorced,Research & Development,Research Director,Marketing,5,9622,19,4,4,8,1,15,No,1,2,1,3,0,2,No
EMP0640,37,Male,Married,Research & Development,Research Scientist,Human Resources,2,5652,22,14,0,19,8,12,Yes,3,2,1,3,1,1,Yes
EMP0641,28,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,4,7634,16,17,1,10,7,14,No,4,3,4,4,3,1,Yes
EMP0642,34,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,5,3198,20,3,3,15,6,6,Yes,4,2,2,3,3,1,No
EMP0643,22,Male,Married,Sales,Sales Representative,Life Sciences,5,5984,12,13,13,4,4,17,Yes,3,3,1,3,4,3,No
EMP0644,37,Male,Single,Research & Development,Research Director,Other,3,9925,15,2,2,19,7,6,No,3,1,4,3,6,1,Yes
EMP0645,56,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,4,14826,24,3,3,22,6,11,No,3,3,3,3,5,2,No
EMP0646,24,Male,Divorced,Research & Development,Research Director,Technical Degree,2,15222,23,17,3,6,9,4,No,4,4,4,3,6,0,No
EMP0647,33,Female,Divorced,Research & Development,Research Director,Other,1,12389,13,28,14,15,3,1,No,1,4,4,3,4,0,No
EMP0648,24,Male,Divorced,Sales,Sales Representative,Technical Degree,3,12759,21,22,11,6,7,11,No,2,3,4,3,5,2,No
EMP0649,53,Female,Single,Research & Development,Research Director,Technical Degree,1,11945,17,22,17,35,1,24,No,2,3,3,3,5,2,No
EMP0650,29,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,12051,22,28,11,11,4,19,No,2,3,1,3,4,2,No
EMP0651,43,Male,Single,Research & Development,Research Scientist,Life Sciences,5,14268,20,16,4,20,4,4,No,3,4,2,4,4,0,No
EMP0652,46,Male,Divorced,Research & Development,Laboratory Technician,Marketing,1,17212,24,14,7,28,3,10,Yes,2,4,2,3,0,3,Yes
EMP0653,53,Female,Single,Human Resources,Human Resources,Human Resources,5,14103,16,40,18,20,6,9,No,4,3,3,3,2,1,No
EMP0654,22,Female,Divorced,Research & Development,Laboratory Technician,Medical,5,19980,16,8,3,4,3,20,No,4,3,1,3,5,1,No
EMP0655,21,Female,Divorced,Research & Development,Research Director,Technical Degree,1,6623,16,1,1,3,1,5,No,1,3,4,4,5,0,No
EMP0656,19,Female,Divorced,Research & Development,Research Director,Medical,4,8060,13,28,9,0,8,29,No,3,3,2,3,3,2,No
EMP0657,21,Male,Single,Research & Development,Manufacturing Director,Human Resources,1,18368,12,26,5,3,1,16,No,2,2,2,3,2,0,No
EMP0658,42,Female,Single,Research & Development,Research Director,Marketing,2,4150,14,19,11,24,6,9,Yes,4,3,4,3,1,2,Yes
EMP0659,46,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,5,2947,16,23,3,11,9,1,Yes,1,1,3,3,4,0,Yes
EMP0660,57,Female,Single,Research & Development,Laboratory Technician,Other,2,13269,12,36,5,18,8,2,No,2,2,4,3,6,2,Yes
EMP0661,29,Male,Married,Research & Development,Laboratory Technician,Medical,5,6096,16,39,10,11,5,3,No,4,4,1,3,1,1,No
EMP0662,49,Male,Married,Sales,Sales Representative,Life Sciences,4,4245,14,33,2,31,7,5,No,3,4,2,3,6,2,No
EMP0663,45,Male,Married,Research & Development,Research Director,Life Sciences,3,19400,22,30,12,20,4,3,No,3,1,1,3,4,1,No
EMP0664,52,Female,Single,Sales,Sales Representative,Marketing,5,2727,25,27,16,20,7,4,No,2,3,1,4,1,1,Yes
EMP0665,31,Male,Married,Research & Development,Research Scientist,Medical,1,10526,13,0,0,13,6,12,No,3,2,4,3,0,1,Yes
EMP0666,60,Female,Single,Sales,Sales Representative,Other,3,14417,11,0,0,2,4,16,No,4,3,2,3,4,3,No
EMP0667,46,Male,Single,Sales,Manager,Other,1,4786,19,10,10,18,6,23,Yes,3,2,3,4,2,2,No
EMP0668,34,Female,Single,Sales,Sales Executive,Life Sciences,5,17326,17,12,4,5,0,8,No,1,4,4,3,6,1,No
EMP0669,22,Female,Married,Sales,Manager,Other,2,15493,24,38,1,4,2,1,No,2,2,3,3,2,2,No
EMP0670,30,Female,Married,Research & Development,Research Scientist,Medical,3,17576,14,4,4,12,1,15,Yes,2,3,4,3,6,2,Yes
EMP0671,53,Male,Divorced,Human Resources,Human Resources,Life Sciences,4,17984,14,34,0,24,1,29,No,2,3,3,3,5,0,Yes
EMP0672,21,Male,Divorced,Research & Development,Research Scientist,Life Sciences,5,18886,14,4,0,3,7,13,No,4,4,3,3,5,3,No
EMP0673,58,Female,Divorced,Research & Development,Laboratory Technician,Marketing,2,5740,15,18,5,2,6,1,No,4,3,2,3,6,1,No
EMP0674,52,Male,Divorced,Research & Development,Research Director,Marketing,2,14306,17,26,13,33,5,11,No,4,4,4,3,5,1,No
EMP0675,31,Female,Married,Research & Development,Laboratory Technician,Human Resources,4,13290,11,19,6,13,9,27,No,4,1,4,3,3,1,No
EMP0676,28,Male,Married,Research & Development,Research Director,Life Sciences,2,13656,24,36,5,10,7,11,Yes,2,4,2,3,1,1,Yes
EMP0677,57,Male,Single,Research & Development,Research Scientist,Life Sciences,1,1293,12,3,3,39,4,7,No,3,3,2,3,6,2,No
EMP0678,55,Female,Married,Research & Development,Research Director,Other,2,10503,13,19,3,17,9,18,No,2,2,2,3,3,3,No
EMP0679,33,Female,Single,Human Resources,Human Resources,Life Sciences,2,13491,18,30,12,15,7,6,No,1,3,4,3,0,2,No
EMP0680,41,Female,Divorced,Sales,Sales Executive,Technical Degree,2,4645,13,12,10,16,9,29,No,1,3,4,3,3,2,Yes
EMP0681,35,Female,Married,Human Resources,Human Resources,Medical,1,8834,12,19,8,17,7,25,No,4,3,1,3,5,2,Yes
EMP0682,57,Male,Married,Sales,Manager,Technical Degree,2,16413,22,24,12,8,6,17,Yes,3,4,3,3,3,2,No
EMP0683,34,Female,Married,Research & Development,Research Director,Life Sciences,4,3787,13,20,16,5,5,6,No,1,2,1,3,0,1,No
EMP0684,18,Male,Single,Research & Development,Manufacturing Director,Human Resources,4,11851,17,6,3,0,1,23,Yes,2,2,1,3,0,1,Yes
EMP0685,23,Female,Single,Research & Development,Laboratory Technician,Other,4,7105,15,30,9,5,2,3,No,1,4,2,3,1,1,No
EMP0686,30,Male,Single,Research & Development,Research Scientist,Marketing,2,6331,14,25,18,12,5,27,No,4,3,2,3,5,0,Yes
EMP0687,28,Female,Married,Sales,Sales Executive,Other,1,15102,15,5,5,10,1,20,Yes,1,3,3,3,4,2,Yes
EMP0688,48,Female,Married,Research & Development,Manufacturing Director,Human Resources,2,8483,24,37,5,28,6,11,Yes,3,4,4,4,3,3,Yes
EMP0689,42,Male,Married,Research & Development,Research Scientist,Technical Degree,2,14097,13,23,0,21,6,1,No,2,2,2,3,3,2,Yes
EMP0690,49,Female,Single,Research & Development,Manufacturing Director,Medical,4,17364,22,27,13,31,1,4,No,2,4,1,3,2,3,Yes
EMP0691,33,Male,Married,Research & Development,Research Director,Technical Degree,1,11101,22,40,5,8,4,17,No,3,4,1,3,2,2,No
EMP0692,48,Female,Married,Sales,Sales Representative,Medical,2,11697,16,14,10,30,3,11,No,4,3,3,3,1,1,No
EMP0693,33,Male,Married,Research & Development,Research Director,Human Resources,1,13596,23,9,9,9,3,13,Yes,4,4,3,3,6,2,No
EMP0694,21,Male,Married,Research & Development,Laboratory Technician,Marketing,5,16821,23,35,4,3,3,18,No,3,4,3,3,6,1,No
EMP0695,36,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,1366,16,19,8,9,6,25,Yes,3,1,1,3,0,3,Yes
EMP0696,42,Female,Single,Research & Development,Research Director,Marketing,4,10051,18,12,12,9,5,28,No,2,3,1,3,4,2,Yes
EMP0697,42,Female,Married,Research & Development,Research Director,Medical,3,2140,12,18,10,15,2,3,No,1,1,2,3,1,1,Yes
EMP0698,41,Male,Married,Human Resources,HR Manager,Marketing,1,17145,13,25,17,16,3,3,Yes,4,4,2,3,3,0,Yes
EMP0699,21,Male,Divorced,Research & Development,Research Scientist,Other,2,16694,21,2,1,1,6,11,Yes,2,2,2,3,6,3,Yes
EMP0700,36,Male,Single,Research & Development,Research Director,Medical,5,2188,13,13,7,13,8,12,No,1,3,1,3,6,3,Yes
EMP0701,18,Female,Divorced,Research & Development,Manufacturing Director,Marketing,5,13736,21,10,6,0,6,9,No,3,3,2,3,0,2,Yes
EMP0702,56,Male,Single,Human Resources,HR Manager,Life Sciences,1,13705,25,6,6,13,3,2,Yes,3,2,3,3,4,2,No
EMP0703,37,Female,Single,Sales,Sales Executive,Technical Degree,4,11735,20,29,12,0,3,10,No,2,4,4,3,0,0,No
EMP0704,57,Female,Single,Sales,Sales Executive,Marketing,4,13507,15,36,5,1,5,24,Yes,3,2,2,4,0,3,Yes
EMP0705,20,Male,Married,Research & Development,Manufacturing Director,Technical Degree,2,4951,24,40,0,2,3,24,No,4,2,1,3,3,2,Yes
EMP0706,54,Male,Single,Research & Development,Laboratory Technician,Technical Degree,4,1988,12,2,2,18,0,19,No,4,4,2,4,5,2,No
EMP0707,30,Female,Single,Research & Development,Research Scientist,Medical,4,1072,16,2,2,12,0,24,No,4,4,2,3,2,0,Yes
EMP0708,48,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,5,5783,24,20,11,30,4,25,No,4,3,4,4,1,3,No
EMP0709,45,Male,Married,Sales,Sales Representative,Marketing,4,15779,23,34,5,13,2,27,No,3,2,3,3,6,1,No
EMP0710,43,Male,Divorced,Sales,Sales Representative,Human Resources,1,18034,25,6,6,25,5,11,Yes,2,2,3,3,4,3,No
EMP0711,43,Female,Divorced,Sales,Sales Representative,Life Sciences,2,15874,23,9,6,19,4,23,No,1,4,2,4,1,3,No
EMP0712,52,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,4976,21,13,5,0,6,4,No,1,1,3,3,2,3,No
EMP0713,37,Male,Married,Research & Development,Manufacturing Director,Technical Degree,5,16686,18,40,18,19,4,1,Yes,4,1,4,3,5,3,No
EMP0714,45,Female,Single,Research & Development,Manufacturing Director,Technical Degree,1,16981,17,5,5,15,1,23,Yes,1,1,2,3,3,2,Yes
EMP0715,48,Female,Single,Sales,Sales Representative,Human Resources,4,4120,20,0,0,30,4,15,No,1,4,1,3,5,3,No
EMP0716,21,Female,Single,Sales,Sales Executive,Technical Degree,3,6341,18,2,2,0,3,3,No,4,1,2,4,3,1,Yes
EMP0717,59,Male,Married,Research & Development,Research Director,Medical,2,12152,11,37,15,31,9,5,Yes,4,1,1,3,4,3,Yes
EMP0718,45,Female,Divorced,Sales,Manager,Human Resources,1,14726,17,30,1,8,5,29,Yes,4,1,1,3,3,1,Yes
EMP0719,28,Male,Married,Sales,Sales Executive,Other,5,13241,15,35,8,10,3,8,No,2,4,1,3,1,1,Yes
EMP0720,21,Male,Divorced,Research & Development,Research Scientist,Other,3,18393,21,0,0,3,3,26,No,2,3,2,4,1,3,Yes
EMP0721,24,Male,Single,Sales,Manager,Other,2,17716,24,9,2,6,5,14,No,1,2,2,3,1,2,Yes
EMP0722,45,Female,Single,Sales,Sales Representative,Medical,3,13813,20,28,7,27,2,25,No,2,4,4,3,1,2,No
EMP0723,45,Male,Divorced,Research & Development,Research Director,Life Sciences,2,2318,24,23,8,27,5,20,No,4,3,3,3,2,3,No
EMP0724,55,Female,Married,Research & Development,Laboratory Technician,Life Sciences,4,12229,19,34,16,20,4,28,No,1,3,3,4,4,1,No
EMP0725,38,Female,Married,Research & Development,Laboratory Technician,Medical,3,17972,21,26,8,20,4,23,Yes,4,2,2,3,1,2,Yes
EMP0726,31,Male,Divorced,Research & Development,Laboratory Technician,Other,3,9103,18,13,10,9,4,23,Yes,4,3,2,3,4,2,Yes
EMP0727,22,Female,Single,Sales,Sales Representative,Life Sciences,2,9358,12,31,14,4,7,14,No,3,4,2,3,4,3,No
EMP0728,25,Female,Single,Sales,Sales Executive,Life Sciences,1,10097,11,6,6,7,9,29,No,2,1,4,3,0,0,No
EMP0729,35,Male,Single,Sales,Sales Executive,Human Resources,5,19706,23,17,17,13,3,11,No,2,2,1,3,1,3,No
EMP0730,19,Female,Married,Research & Development,Research Scientist,Life Sciences,1,9076,15,26,7,1,3,1,Yes,2,2,2,3,5,3,No
EMP0731,42,Male,Single,Research & Development,Laboratory Technician,Technical Degree,4,15509,23,9,9,20,7,22,No,4,1,3,3,3,2,Yes
EMP0732,50,Male,Married,Research & Development,Research Director,Medical,1,13384,17,10,10,1,4,23,Yes,3,3,4,3,1,3,No
EMP0733,54,Male,Married,Sales,Manager,Other,1,13751,15,36,11,14,1,14,No,1,4,4,3,3,2,No
EMP0734,34,Male,Divorced,Research & Development,Laboratory Technician,Other,5,18406,22,12,1,16,1,6,No,3,1,2,3,4,0,Yes
EMP0735,34,Male,Married,Research & Development,Manufacturing Director,Marketing,2,8515,19,26,9,16,2,19,Yes,1,2,1,3,2,3,No
EMP0736,33,Male,Single,Sales,Sales Executive,Life Sciences,3,6865,11,34,3,10,3,6,No,3,2,2,3,6,2,No
EMP0737,50,Female,Single,Research & Development,Research Scientist,Medical,1,16379,14,9,4,32,1,6,Yes,3,3,4,3,5,1,No
EMP0738,20,Male,Single,Sales,Sales Representative,Marketing,4,18339,15,31,12,2,6,19,No,4,4,3,3,6,3,No
EMP0739,49,Male,Single,Sales,Sales Executive,Human Resources,3,10788,17,7,7,28,0,7,No,3,3,1,3,1,1,No
EMP0740,26,Female,Single,Research & Development,Manufacturing Director,Medical,1,8449,11,28,8,8,2,15,No,4,4,3,4,3,1,No
EMP0741,24,Female,Married,Sales,Sales Executive,Technical Degree,4,3568,25,38,9,0,3,11,No,4,1,4,3,2,1,No
EMP0742,27,Male,Single,Research & Development,Manufacturing Director,Human Resources,2,18084,23,23,0,9,5,10,No,3,4,3,3,0,0,No
EMP0743,45,Male,Single,Research & Development,Research Scientist,Technical Degree,3,15422,15,40,8,8,0,8,Yes,2,1,4,3,0,0,Yes
EMP0744,54,Female,Divorced,Sales,Sales Executive,Human Resources,3,7910,25,0,0,7,7,8,Yes,1,3,4,3,1,3,Yes
EMP0745,47,Female,Married,Research & Development,Manufacturing Director,Marketing,5,19312,24,35,10,27,3,25,No,3,2,3,3,1,0,No
EMP0746,39,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,1,10850,19,16,3,21,1,5,No,2,2,2,3,5,2,No
EMP0747,44,Male,Single,Research & Development,Manufacturing Director,Medical,5,16776,11,4,4,23,6,5,No,1,4,4,3,3,2,Yes
EMP0748,33,Female,Divorced,Research & Development,Research Director,Medical,4,15102,12,15,9,5,6,19,Yes,2,3,2,3,6,0,Yes
EMP0749,18,Female,Single,Sales,Sales Representative,Other,2,2691,20,0,0,0,5,27,Yes,2,3,3,3,5,0,Yes
EMP0750,37,Male,Single,Research & Development,Research Scientist,Human Resources,1,7308,24,10,10,8,8,20,No,4,1,3,3,0,2,Yes
EMP0751,56,Male,Married,Research & Development,Laboratory Technician,Human Resources,2,10305,21,2,2,26,4,17,No,2,4,4,3,2,3,No
EMP0752,33,Female,Single,Research & Development,Manufacturing Director,Medical,4,5882,12,9,1,15,2,5,Yes,1,2,1,4,5,2,Yes
EMP0753,55,Female,Married,Sales,Sales Representative,Life Sciences,5,10922,24,13,13,24,0,3,No,3,2,4,3,0,2,No
EMP0754,49,Female,Married,Research & Development,Research Director,Medical,3,14848,25,20,18,9,1,14,No,2,1,2,4,3,2,Yes
EMP0755,26,Female,Married,Sales,Manager,Medical,2,14701,14,2,0,8,8,16,No,3,3,3,3,1,1,No
EMP0756,50,Male,Married,Sales,Sales Representative,Other,1,15916,23,37,17,30,9,14,No,4,1,3,3,5,0,No
EMP0757,44,Female,Divorced,Research & Development,Laboratory Technician,Medical,4,9682,24,19,1,15,0,8,No,3,4,3,3,1,3,No
EMP0758,45,Female,Divorced,Sales,Sales Executive,Human Resources,4,1544,12,32,9,24,4,18,No,1,4,2,3,6,1,No
EMP0759,39,Male,Single,Sales,Manager,Other,4,3619,21,21,7,16,4,24,No,1,1,2,4,1,2,Yes
EMP0760,45,Female,Single,Sales,Sales Executive,Marketing,3,18779,12,35,2,21,4,3,Yes,2,1,1,4,1,3,Yes
EMP0761,52,Female,Divorced,Research & Development,Research Scientist,Human Resources,3,3737,13,22,2,21,1,20,No,4,2,3,3,0,1,Yes
EMP0762,52,Female,Single,Sales,Manager,Marketing,4,15177,20,6,6,14,7,21,No,4,2,2,3,6,0,No
EMP0763,49,Female,Married,Research & Development,Research Director,Other,3,7533,22,2,1,20,5,12,No,1,3,1,4,3,0,No
EMP0764,23,Male,Divorced,Sales,Sales Executive,Medical,4,17207,15,35,17,5,5,21,No,3,1,1,3,1,3,Yes
EMP0765,24,Male,Divorced,Sales,Sales Representative,Marketing,4,6023,11,17,10,6,4,24,No,1,3,1,3,3,0,Yes
EMP0766,23,Female,Single,Research & Development,Research Scientist,Life Sciences,3,11946,19,20,3,5,8,10,Yes,2,1,2,3,6,0,No
EMP0767,52,Female,Single,Sales,Manager,Technical Degree,1,11229,25,26,2,2,0,19,No,3,1,2,3,0,3,No
EMP0768,41,Female,Single,Research & Development,Research Scientist,Human Resources,5,9121,22,5,5,23,2,23,Yes,1,1,4,3,1,1,Yes
EMP0769,51,Female,Divorced,Research & Development,Laboratory Technician,Medical,1,15090,15,13,12,15,6,19,Yes,3,3,2,3,4,2,No
EMP0770,25,Female,Single,Research & Development,Manufacturing Director,Life Sciences,4,7273,11,16,4,7,3,8,No,1,2,2,3,5,0,Yes
EMP0771,31,Male,Divorced,Sales,Sales Executive,Medical,1,1459,16,26,3,13,1,26,No,4,2,2,3,6,2,Yes
EMP0772,51,Male,Divorced,Research & Development,Research Director,Medical,2,13762,11,22,6,29,0,14,No,2,4,4,4,2,3,Yes
EMP0773,21,Male,Married,Research & Development,Manufacturing Director,Life Sciences,3,5619,14,18,8,3,4,12,Yes,1,4,1,3,5,3,No
EMP0774,35,Female,Single,Research & Development,Research Director,Technical Degree,2,15365,25,8,0,7,8,18,No,4,4,2,4,5,1,Yes
EMP0775,41,Female,Divorced,Research & Development,Research Scientist,Human Resources,3,14237,20,1,1,23,8,8,No,1,2,3,3,6,1,No
EMP0776,51,Female,Divorced,Sales,Sales Executive,Human Resources,4,19619,23,21,0,33,4,14,No,2,1,3,3,5,2,Yes
EMP0777,43,Male,Married,Research & Development,Manufacturing Director,Technical Degree,5,7440,14,15,10,25,5,18,Yes,3,3,4,3,3,3,Yes
EMP0778,22,Male,Married,Sales,Sales Executive,Life Sciences,2,16314,16,26,17,2,3,8,No,1,1,4,3,1,0,Yes
EMP0779,55,Female,Single,Research & Development,Manufacturing Director,Life Sciences,3,8765,21,39,3,31,8,9,Yes,3,2,1,3,1,0,No
EMP0780,31,Male,Single,Research & Development,Manufacturing Director,Human Resources,5,8523,12,36,8,13,0,6,Yes,3,3,4,3,5,0,Yes
EMP0781,28,Male,Single,Sales,Sales Executive,Medical,2,5354,21,18,14,10,3,24,Yes,4,2,2,3,2,2,Yes
EMP0782,22,Female,Married,Research & Development,Laboratory Technician,Life Sciences,2,13281,17,2,2,4,1,7,Yes,4,1,1,3,1,0,Yes
EMP0783,28,Female,Married,Sales,Manager,Medical,5,18469,25,36,6,10,9,9,No,4,2,4,3,1,0,No
EMP0784,42,Male,Divorced,Research & Development,Research Director,Life Sciences,2,2771,19,14,14,24,2,19,No,1,4,4,4,0,1,No
EMP0785,26,Male,Single,Sales,Sales Executive,Human Resources,5,3747,17,21,16,8,2,27,No,3,3,3,3,0,3,Yes
EMP0786,32,Male,Divorced,Research & Development,Research Scientist,Technical Degree,1,14841,11,40,17,1,5,28,Yes,3,4,2,3,0,0,No
EMP0787,19,Male,Married,Research & Development,Research Scientist,Medical,5,3665,22,5,5,1,9,21,No,1,4,3,3,0,1,No
EMP0788,25,Female,Married,Research & Development,Manufacturing Director,Medical,1,18892,20,9,9,7,4,27,No,3,4,1,3,4,0,No
EMP0789,20,Male,Single,Research & Development,Research Director,Human Resources,1,1100,17,16,7,2,8,9,No,3,1,3,3,1,3,Yes
EMP0790,44,Male,Married,Sales,Sales Representative,Marketing,1,13008,14,19,5,26,6,2,No,4,1,1,3,1,3,No
EMP0791,53,Male,Divorced,Research & Development,Manufacturing Director,Other,5,7063,25,8,2,16,1,17,Yes,1,1,4,3,4,0,Yes
EMP0792,34,Female,Married,Human Resources,Human Resources,Medical,5,7361,22,24,6,16,1,22,No,1,4,3,3,1,3,No
EMP0793,28,Female,Married,Research & Development,Manufacturing Director,Medical,1,8962,18,26,4,10,4,25,No,4,2,1,3,0,0,Yes
EMP0794,58,Female,Married,Research & Development,Manufacturing Director,Life Sciences,2,14223,12,14,11,24,0,24,No,2,3,2,4,5,3,Yes
EMP0795,35,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,8920,22,35,16,2,0,27,No,3,3,2,3,5,2,No
EMP0796,58,Male,Single,Sales,Sales Representative,Medical,2,12643,12,12,12,6,2,26,Yes,3,1,4,3,6,0,No
EMP0797,47,Male,Divorced,Research & Development,Research Scientist,Medical,2,4004,11,40,6,5,6,2,No,2,4,3,4,6,0,No
EMP0798,57,Female,Married,Research & Development,Research Director,Life Sciences,4,17415,12,26,17,26,0,1,No,1,1,2,3,4,2,Yes
EMP0799,26,Male,Divorced,Research & Development,Research Scientist,Technical Degree,3,16484,14,40,15,8,9,29,Yes,3,1,4,4,5,3,No
EMP0800,40,Male,Married,Sales,Sales Executive,Human Resources,1,5045,11,33,18,22,5,16,No,3,2,2,3,6,1,Yes
EMP0801,28,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,11992,11,21,13,10,6,18,Yes,3,1,3,3,5,2,Yes
EMP0802,39,Female,Married,Sales,Sales Representative,Other,1,18026,25,6,3,21,0,28,No,4,1,1,4,4,1,No
EMP0803,56,Female,Single,Sales,Sales Executive,Other,4,3390,17,20,6,27,0,12,Yes,2,2,3,4,6,1,Yes
EMP0804,49,Female,Divorced,Research & Development,Research Director,Other,2,7918,19,33,8,12,0,18,No,1,1,2,3,6,3,Yes
EMP0805,33,Female,Single,Research & Development,Laboratory Technician,Medical,2,13274,20,39,3,15,8,2,Yes,3,4,1,3,2,0,Yes
EMP0806,29,Female,Divorced,Research & Development,Research Director,Medical,4,19778,19,39,13,11,4,17,No,4,3,4,3,1,2,No
EMP0807,54,Male,Married,Sales,Sales Representative,Life Sciences,5,11153,23,36,6,27,3,26,No,2,1,2,3,2,1,Yes
EMP0808,53,Female,Divorced,Human Resources,Human Resources,Other,1,19290,22,30,4,19,7,1,No,1,4,4,4,1,1,No
EMP0809,32,Female,Divorced,Research & Development,Laboratory Technician,Other,5,12864,25,15,15,14,1,14,Yes,1,3,1,4,1,3,Yes
EMP0810,27,Male,Married,Research & Development,Manufacturing Director,Other,3,4072,18,35,12,6,0,7,No,3,4,1,4,4,3,No
EMP0811,27,Female,Single,Research & Development,Manufacturing Director,Marketing,2,9759,23,25,17,0,2,27,Yes,3,3,1,4,3,1,Yes
EMP0812,50,Female,Single,Research & Development,Research Director,Life Sciences,1,13696,11,32,6,5,6,3,Yes,2,3,1,3,4,2,Yes
EMP0813,56,Female,Single,Sales,Manager,Technical Degree,4,6815,15,40,16,1,3,12,Yes,4,4,2,3,5,2,No
EMP0814,46,Female,Single,Research & Development,Manufacturing Director,Life Sciences,4,5587,21,25,13,24,7,3,No,2,3,1,3,5,3,No
EMP0815,28,Female,Single,Research & Development,Research Scientist,Technical Degree,5,18491,22,16,2,10,5,5,No,2,2,4,3,2,1,Yes
EMP0816,43,Male,Married,Sales,Manager,Life Sciences,2,6391,19,6,2,8,3,14,No,1,4,1,3,6,2,No
EMP0817,52,Female,Single,Research & Development,Manufacturing Director,Medical,2,15672,24,4,4,18,0,11,No,3,1,2,4,1,3,No
EMP0818,24,Male,Single,Research & Development,Manufacturing Director,Technical Degree,2,9205,25,6,6,4,8,16,No,1,2,4,3,1,1,Yes
EMP0819,28,Male,Single,Research & Development,Research Director,Other,2,9564,24,33,13,7,3,14,Yes,3,4,4,3,6,1,No
EMP0820,29,Female,Single,Research & Development,Manufacturing Director,Marketing,2,19766,24,28,0,11,0,23,No,4,4,1,3,3,3,No
EMP0821,51,Male,Married,Research & Development,Laboratory Technician,Life Sciences,4,18724,17,9,2,0,2,11,No,2,2,2,3,0,2,No
EMP0822,52,Female,Married,Human Resources,Human Resources,Human Resources,2,3396,19,33,5,15,9,25,Yes,2,3,4,4,0,2,Yes
EMP0823,56,Male,Single,Research & Development,Research Scientist,Life Sciences,3,2120,24,38,7,5,9,10,No,4,3,3,3,2,0,No
EMP0824,46,Male,Divorced,Research & Development,Research Director,Other,4,4012,25,22,5,17,2,18,Yes,4,4,4,3,0,3,Yes
